ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
06-11-2014,1484.45111,-33.54765823,5401.706966,1484.45111,1484.45111,1300.477884,1300.477884,1300.477884,155.7413792,155.7413792,155.7413792,1144.736504,1144.736504,1144.736504,0,0,0,2784.928993
07-11-2014,1484.592979,232.4683983,5709.863895,1484.592979,1484.592979,1625.145605,1625.145605,1625.145605,419.7405272,419.7405272,419.7405272,1205.405078,1205.405078,1205.405078,0,0,0,3109.738584
08-11-2014,1484.734849,63.49569615,5437.183348,1484.734849,1484.734849,1280.560762,1280.560762,1280.560762,21.96802764,21.96802764,21.96802764,1258.592734,1258.592734,1258.592734,0,0,0,2765.29561
09-11-2014,1484.876718,120.6495818,5776.607093,1484.876718,1484.876718,1507.677483,1507.677483,1507.677483,203.7542451,203.7542451,203.7542451,1303.923238,1303.923238,1303.923238,0,0,0,2992.554201
10-11-2014,1485.018587,515.0976514,5959.464586,1485.018587,1485.018587,1752.714288,1752.714288,1752.714288,411.5590087,411.5590087,411.5590087,1341.155279,1341.155279,1341.155279,0,0,0,3237.732875
11-11-2014,1485.160457,-187.8336173,5168.387742,1485.160457,1485.160457,1198.895622,1198.895622,1198.895622,-171.2908683,-171.2908683,-171.2908683,1370.18649,1370.18649,1370.18649,0,0,0,2684.056079
12-11-2014,1485.302326,-1028.913174,4553.130562,1485.302326,1485.302326,349.5825919,349.5825919,349.5825919,-1041.47232,-1041.47232,-1041.47232,1391.054911,1391.054911,1391.054911,0,0,0,1834.884918
14-11-2014,1485.586065,615.2640922,6162.308855,1485.586065,1485.586065,1828.888177,1828.888177,1828.888177,419.7405272,419.7405272,419.7405272,1409.14765,1409.14765,1409.14765,0,0,0,3314.474242
15-11-2014,1485.727935,76.75282465,5609.891645,1485.727935,1485.727935,1429.093664,1429.093664,1429.093664,21.96802764,21.96802764,21.96802764,1407.125636,1407.125636,1407.125636,0,0,0,2914.821598
16-11-2014,1485.869804,400.7998526,5937.347674,1485.869804,1485.869804,1602.186424,1602.186424,1602.186424,203.7542451,203.7542451,203.7542451,1398.432179,1398.432179,1398.432179,0,0,0,3088.056228
17-11-2014,1486.011674,359.6493408,5981.426507,1486.011674,1486.011674,1795.294106,1795.294106,1795.294106,411.5590087,411.5590087,411.5590087,1383.735097,1383.735097,1383.735097,0,0,0,3281.30578
18-11-2014,1486.153543,177.6514639,5420.752711,1486.153543,1486.153543,1192.504447,1192.504447,1192.504447,-171.2908683,-171.2908683,-171.2908683,1363.795315,1363.795315,1363.795315,0,0,0,2678.65799
19-11-2014,1486.295413,-885.9617281,4492.217162,1486.295413,1486.295413,297.9781091,297.9781091,297.9781091,-1041.47232,-1041.47232,-1041.47232,1339.450429,1339.450429,1339.450429,0,0,0,1784.273522
20-11-2014,1486.437282,218.1702227,5379.606392,1486.437282,1486.437282,1467.337797,1467.337797,1467.337797,155.7413792,155.7413792,155.7413792,1311.596417,1311.596417,1311.596417,0,0,0,2953.775079
21-11-2014,1486.579151,598.799757,5735.703523,1486.579151,1486.579151,1700.908366,1700.908366,1700.908366,419.7405272,419.7405272,419.7405272,1281.167839,1281.167839,1281.167839,0,0,0,3187.487518
22-11-2014,1486.721021,30.31417343,5453.786626,1486.721021,1486.721021,1271.084933,1271.084933,1271.084933,21.96802764,21.96802764,21.96802764,1249.116906,1249.116906,1249.116906,0,0,0,2757.805954
23-11-2014,1486.86289,120.8264678,5924.844972,1486.86289,1486.86289,1420.146118,1420.146118,1420.146118,203.7542451,203.7542451,203.7542451,1216.391873,1216.391873,1216.391873,0,0,0,2907.009008
24-11-2014,1487.00476,475.7961563,6013.841102,1487.00476,1487.00476,1595.474206,1595.474206,1595.474206,411.5590087,411.5590087,411.5590087,1183.915198,1183.915198,1183.915198,0,0,0,3082.478966
25-11-2014,1487.146629,-398.8187677,5235.834084,1487.146629,1487.146629,981.2710853,981.2710853,981.2710853,-171.2908683,-171.2908683,-171.2908683,1152.561954,1152.561954,1152.561954,0,0,0,2468.417715
26-11-2014,1487.288499,-1227.184308,4367.155791,1487.288499,1487.288499,81.6666763,81.6666763,81.6666763,-1041.47232,-1041.47232,-1041.47232,1123.138996,1123.138996,1123.138996,0,0,0,1568.955175
27-11-2014,1487.430368,253.8707399,5461.296449,1487.430368,1487.430368,1252.106742,1252.106742,1252.106742,155.7413792,155.7413792,155.7413792,1096.365363,1096.365363,1096.365363,0,0,0,2739.53711
28-11-2014,1487.572238,265.3834066,5688.493427,1487.572238,1487.572238,1492.594925,1492.594925,1492.594925,419.7405272,419.7405272,419.7405272,1072.854398,1072.854398,1072.854398,0,0,0,2980.167163
29-11-2014,1487.714107,-85.73448172,5215.704879,1487.714107,1487.714107,1075.066067,1075.066067,1075.066067,21.96802764,21.96802764,21.96802764,1053.098039,1053.098039,1053.098039,0,0,0,2562.780174
30-11-2014,1487.855977,201.5675127,5529.568675,1487.855977,1487.855977,1241.207942,1241.207942,1241.207942,203.7542451,203.7542451,203.7542451,1037.453697,1037.453697,1037.453697,0,0,0,2729.063919
01-12-2014,1487.997846,122.280344,5718.336806,1487.997846,1487.997846,1437.693091,1437.693091,1437.693091,411.5590087,411.5590087,411.5590087,1026.134082,1026.134082,1026.134082,0,0,0,2925.690937
02-12-2014,1488.139718,-628.310272,5046.168612,1488.139718,1488.139718,847.9094255,847.9094255,847.9094255,-171.2908683,-171.2908683,-171.2908683,1019.200294,1019.200294,1019.200294,0,0,0,2336.049144
03-12-2014,1488.281591,-1241.963274,3924.693531,1488.281591,1488.281591,-24.9139122,-24.9139122,-24.9139122,-1041.47232,-1041.47232,-1041.47232,1016.558407,1016.558407,1016.558407,0,0,0,1463.367678
04-12-2014,1488.423463,31.0738424,5504.295447,1488.423463,1488.423463,1173.701101,1173.701101,1173.701101,155.7413792,155.7413792,155.7413792,1017.959721,1017.959721,1017.959721,0,0,0,2662.124563
05-12-2014,1488.565335,260.8554325,5640.825988,1488.565335,1488.565335,1442.745271,1442.745271,1442.745271,419.7405272,419.7405272,419.7405272,1023.004744,1023.004744,1023.004744,0,0,0,2931.310607
06-12-2014,1488.707208,-240.841205,5062.581638,1488.707208,1488.707208,1053.118942,1053.118942,1053.118942,21.96802764,21.96802764,21.96802764,1031.150915,1031.150915,1031.150915,0,0,0,2541.82615
07-12-2014,1488.84908,14.39596303,5341.712354,1488.84908,1488.84908,1245.478198,1245.478198,1245.478198,203.7542451,203.7542451,203.7542451,1041.723953,1041.723953,1041.723953,0,0,0,2734.327278
08-12-2014,1488.990952,124.5112754,5917.032807,1488.990952,1488.990952,1465.491667,1465.491667,1465.491667,411.5590087,411.5590087,411.5590087,1053.932659,1053.932659,1053.932659,0,0,0,2954.48262
09-12-2014,1489.132825,-254.8955194,4981.652232,1489.132825,1489.132825,895.5960078,895.5960078,895.5960078,-171.2908683,-171.2908683,-171.2908683,1066.886876,1066.886876,1066.886876,0,0,0,2384.728832
10-12-2014,1489.274697,-1226.739932,4471.954163,1489.274697,1489.274697,38.14595082,38.14595082,38.14595082,-1041.47232,-1041.47232,-1041.47232,1079.61827,1079.61827,1079.61827,0,0,0,1527.420648
12-12-2014,1489.558442,416.0908135,5702.906086,1489.558442,1489.558442,1520.029621,1520.029621,1520.029621,419.7405272,419.7405272,419.7405272,1100.289094,1100.289094,1100.289094,0,0,0,3009.588062
13-12-2014,1489.700314,-87.88681907,5619.189832,1489.700314,1489.700314,1128.086065,1128.086065,1128.086065,21.96802764,21.96802764,21.96802764,1106.118038,1106.118038,1106.118038,0,0,0,2617.786379
14-12-2014,1489.842186,102.7266206,5631.835997,1489.842186,1489.842186,1311.310758,1311.310758,1311.310758,203.7542451,203.7542451,203.7542451,1107.556513,1107.556513,1107.556513,0,0,0,2801.152945
15-12-2014,1489.984058,215.2642291,5770.741155,1489.984058,1489.984058,1515.180108,1515.180108,1515.180108,411.5590087,411.5590087,411.5590087,1103.6211,1103.6211,1103.6211,0,0,0,3005.164167
16-12-2014,1490.125931,-194.3081972,5216.245809,1490.125931,1490.125931,922.114341,922.114341,922.114341,-171.2908683,-171.2908683,-171.2908683,1093.405209,1093.405209,1093.405209,0,0,0,2412.240272
17-12-2014,1490.267803,-1099.350046,4082.438258,1490.267803,1490.267803,34.63197625,34.63197625,34.63197625,-1041.47232,-1041.47232,-1041.47232,1076.104296,1076.104296,1076.104296,0,0,0,1524.899779
19-12-2014,1490.551548,303.7501031,5433.601372,1490.551548,1490.551548,1437.417306,1437.417306,1437.417306,419.7405272,419.7405272,419.7405272,1017.676779,1017.676779,1017.676779,0,0,0,2927.968854
20-12-2014,1490.69342,-271.8194351,5120.354266,1490.69342,1490.69342,997.6160245,997.6160245,997.6160245,21.96802764,21.96802764,21.96802764,975.6479968,975.6479968,975.6479968,0,0,0,2488.309445
21-12-2014,1490.835292,-204.1514729,5252.964665,1490.835292,1490.835292,1128.515999,1128.515999,1128.515999,203.7542451,203.7542451,203.7542451,924.7617537,924.7617537,924.7617537,0,0,0,2619.351291
22-12-2014,1490.977165,-41.34386936,5487.767763,1490.977165,1490.977165,1276.574265,1276.574265,1276.574265,411.5590087,411.5590087,411.5590087,865.0152563,865.0152563,865.0152563,0,0,0,2767.55143
23-12-2014,1491.119037,-399.1255602,4987.403339,1491.119037,1491.119037,625.3089987,625.3089987,625.3089987,-171.2908683,-171.2908683,-171.2908683,796.599867,796.599867,796.599867,0,0,0,2116.428036
24-12-2014,1491.260909,-1549.593789,3763.300632,1491.260909,1491.260909,-321.5698771,-321.5698771,-321.5698771,-1041.47232,-1041.47232,-1041.47232,719.9024426,719.9024426,719.9024426,0,0,0,1169.691032
26-12-2014,1491.544654,-396.854952,5138.58704,1491.544654,1491.544654,963.902239,963.902239,963.902239,419.7405272,419.7405272,419.7405272,544.1617119,544.1617119,544.1617119,0,0,0,2455.446893
27-12-2014,1491.686526,-1020.832616,4519.695945,1491.686526,1491.686526,468.7843169,468.7843169,468.7843169,21.96802764,21.96802764,21.96802764,446.8162893,446.8162893,446.8162893,0,0,0,1960.470843
28-12-2014,1491.828399,-800.9983031,4565.12305,1491.828399,1491.828399,548.3092849,548.3092849,548.3092849,203.7542451,203.7542451,203.7542451,344.5550398,344.5550398,344.5550398,0,0,0,2040.137684
29-12-2014,1491.970271,-409.9534558,4924.767075,1491.970271,1491.970271,650.159866,650.159866,650.159866,411.5590087,411.5590087,411.5590087,238.6008572,238.6008572,238.6008572,0,0,0,2142.130137
30-12-2014,1492.112143,-1242.367463,4299.497083,1492.112143,1492.112143,-41.00525073,-41.00525073,-41.00525073,-171.2908683,-171.2908683,-171.2908683,130.2856175,130.2856175,130.2856175,0,0,0,1451.106893
31-12-2014,1492.254016,-2301.069075,3321.679099,1492.254016,1492.254016,-1020.449823,-1020.449823,-1020.449823,-1041.47232,-1041.47232,-1041.47232,21.02249658,21.02249658,21.02249658,0,0,0,471.8041926
02-01-2015,1492.53776,-942.7465244,4548.094772,1492.53776,1492.53776,225.269695,225.269695,225.269695,419.7405272,419.7405272,419.7405272,-194.4708322,-194.4708322,-194.4708322,0,0,0,1717.807455
03-01-2015,1492.679633,-1505.531994,3973.992463,1492.679633,1492.679633,-275.7796102,-275.7796102,-275.7796102,21.96802764,21.96802764,21.96802764,-297.7476378,-297.7476378,-297.7476378,0,0,0,1216.900022
04-01-2015,1492.821505,-1553.902318,3961.16176,1492.821505,1492.821505,-192.3774511,-192.3774511,-192.3774511,203.7542451,203.7542451,203.7542451,-396.1316963,-396.1316963,-396.1316963,0,0,0,1300.444054
05-01-2015,1492.963377,-1265.193633,4168.497803,1492.963377,1492.963377,-76.7207237,-76.7207237,-76.7207237,411.5590087,411.5590087,411.5590087,-488.2797324,-488.2797324,-488.2797324,0,0,0,1416.242654
06-01-2015,1493.10525,-1829.136864,3494.86885,1493.10525,1493.10525,-744.2503004,-744.2503004,-744.2503004,-171.2908683,-171.2908683,-171.2908683,-572.9594321,-572.9594321,-572.9594321,0,0,0,748.8549492
09-01-2015,1493.530867,-1467.23253,3774.992754,1493.530867,1493.530867,-352.3823703,-352.3823703,-352.3823703,419.7405272,419.7405272,419.7405272,-772.1228975,-772.1228975,-772.1228975,0,0,0,1141.148496
10-01-2015,1493.672739,-2055.849905,3361.927534,1493.672739,1493.672739,-795.8156643,-795.8156643,-795.8156643,21.96802764,21.96802764,21.96802764,-817.7836919,-817.7836919,-817.7836919,0,0,0,697.8570746
12-01-2015,1493.956484,-1898.522855,3761.966496,1493.956484,1493.956484,-464.3033883,-464.3033883,-464.3033883,411.5590087,411.5590087,411.5590087,-875.862397,-875.862397,-875.862397,0,0,0,1029.653095
13-01-2015,1494.098356,-2132.711963,3306.944948,1494.098356,1494.098356,-1059.656789,-1059.656789,-1059.656789,-171.2908683,-171.2908683,-171.2908683,-888.3659204,-888.3659204,-888.3659204,0,0,0,434.4415672
17-01-2015,1494.665845,-2174.588604,3277.715268,1494.665845,1494.665845,-817.8795622,-817.8795622,-817.8795622,21.96802764,21.96802764,21.96802764,-839.8475899,-839.8475899,-839.8475899,0,0,0,676.7862829
19-01-2015,1494.94959,-1673.873398,3889.833947,1494.94959,1494.94959,-358.4261064,-358.4261064,-358.4261064,411.5590087,411.5590087,411.5590087,-769.9851151,-769.9851151,-769.9851151,0,0,0,1136.523483
23-01-2015,1495.517079,-1374.525318,4115.600978,1495.517079,1495.517079,-174.0739574,-174.0739574,-174.0739574,419.7405272,419.7405272,419.7405272,-593.8144846,-593.8144846,-593.8144846,0,0,0,1321.443122
24-01-2015,1495.658952,-1643.687219,3629.745722,1495.658952,1495.658952,-529.342659,-529.342659,-529.342659,21.96802764,21.96802764,21.96802764,-551.3106866,-551.3106866,-551.3106866,0,0,0,966.3162926
26-01-2015,1495.942696,-1144.511008,4275.82947,1495.942696,1495.942696,-67.19387295,-67.19387295,-67.19387295,411.5590087,411.5590087,411.5590087,-478.7528817,-478.7528817,-478.7528817,0,0,0,1428.748824
27-01-2015,1496.084569,-1823.588382,3809.967713,1496.084569,1496.084569,-622.6357102,-622.6357102,-622.6357102,-171.2908683,-171.2908683,-171.2908683,-451.344842,-451.344842,-451.344842,0,0,0,873.4488587
28-01-2015,1496.226441,-2437.076923,2892.265942,1496.226441,1496.226441,-1472.826326,-1472.826326,-1472.826326,-1041.47232,-1041.47232,-1041.47232,-431.3540067,-431.3540067,-431.3540067,0,0,0,23.40011507
30-01-2015,1496.510186,-1256.531011,4279.099884,1496.510186,1496.510186,2.77828668,2.77828668,2.77828668,419.7405272,419.7405272,419.7405272,-416.9622405,-416.9622405,-416.9622405,0,0,0,1499.288473
31-01-2015,1496.652059,-1647.320781,3695.627227,1496.652059,1496.652059,-401.6978069,-401.6978069,-401.6978069,21.96802764,21.96802764,21.96802764,-423.6658345,-423.6658345,-423.6658345,0,0,0,1094.954252
03-02-2015,1497.077676,-1992.212189,3598.54987,1497.077676,1497.077676,-672.110598,-672.110598,-672.110598,-171.2908683,-171.2908683,-171.2908683,-500.8197297,-500.8197297,-500.8197297,0,0,0,824.9670782
06-02-2015,1497.503294,-1545.76377,4091.083138,1497.503294,1497.503294,-234.4433495,-234.4433495,-234.4433495,419.7405272,419.7405272,419.7405272,-654.1838767,-654.1838767,-654.1838767,0,0,0,1263.059944
07-02-2015,1497.645166,-1785.897143,3566.037865,1497.645166,1497.645166,-696.0057878,-696.0057878,-696.0057878,21.96802764,21.96802764,21.96802764,-717.9738155,-717.9738155,-717.9738155,0,0,0,801.6393782
08-02-2015,1497.787038,-1998.073525,3562.480329,1497.787038,1497.787038,-582.1515739,-582.1515739,-582.1515739,203.7542451,203.7542451,203.7542451,-785.905819,-785.905819,-785.905819,0,0,0,915.6354646
09-02-2015,1497.928911,-1537.787335,4002.423162,1497.928911,1497.928911,-444.8781771,-444.8781771,-444.8781771,411.5590087,411.5590087,411.5590087,-856.4371858,-856.4371858,-856.4371858,0,0,0,1053.050734
10-02-2015,1498.070783,-2066.556168,3154.864158,1498.070783,1498.070783,-1099.211945,-1099.211945,-1099.211945,-171.2908683,-171.2908683,-171.2908683,-927.9210764,-927.9210764,-927.9210764,0,0,0,398.8588387
14-02-2015,1498.638273,-2412.231428,3086.315322,1498.638273,1498.638273,-1166.984181,-1166.984181,-1166.984181,21.96802764,21.96802764,21.96802764,-1188.952209,-1188.952209,-1188.952209,0,0,0,331.6540918
15-02-2015,1498.780146,-2340.666953,3075.121584,1498.780146,1498.780146,-1035.806608,-1035.806608,-1035.806608,203.7542451,203.7542451,203.7542451,-1239.560854,-1239.560854,-1239.560854,0,0,0,462.9735372
16-02-2015,1498.922018,-1933.444579,3426.387204,1498.922018,1498.922018,-869.6749754,-869.6749754,-869.6749754,411.5590087,411.5590087,411.5590087,-1281.233984,-1281.233984,-1281.233984,0,0,0,629.2470428
18-02-2015,1499.205763,-3624.976291,1829.912665,1499.205763,1499.205763,-2374.28491,-2374.28491,-2374.28491,-1041.47232,-1041.47232,-1041.47232,-1332.812591,-1332.812591,-1332.812591,0,0,0,-875.0791471
20-02-2015,1499.489508,-2236.012508,3172.939666,1499.489508,1499.489508,-916.1146312,-916.1146312,-916.1146312,419.7405272,419.7405272,419.7405272,-1335.855158,-1335.855158,-1335.855158,0,0,0,583.3748769
21-02-2015,1499.63138,-2700.207751,2820.754223,1499.63138,1499.63138,-1295.787877,-1295.787877,-1295.787877,21.96802764,21.96802764,21.96802764,-1317.755905,-1317.755905,-1317.755905,0,0,0,203.8435032
22-02-2015,1499.773253,-2286.111645,3186.45998,1499.773253,1499.773253,-1082.584216,-1082.584216,-1082.584216,203.7542451,203.7542451,203.7542451,-1286.338461,-1286.338461,-1286.338461,0,0,0,417.1890374
23-02-2015,1499.915125,-1868.669999,3557.766009,1499.915125,1499.915125,-830.2015315,-830.2015315,-830.2015315,411.5590087,411.5590087,411.5590087,-1241.76054,-1241.76054,-1241.76054,0,0,0,669.7135939
25-02-2015,1500.19887,-3464.574203,2243.825261,1500.19887,1500.19887,-2156.553116,-2156.553116,-2156.553116,-1041.47232,-1041.47232,-1041.47232,-1115.080796,-1115.080796,-1115.080796,0,0,0,-656.3542456
27-02-2015,1500.482615,-1622.122954,3580.247634,1500.482615,1500.482615,-524.3839505,-524.3839505,-524.3839505,419.7405272,419.7405272,419.7405272,-944.1244776,-944.1244776,-944.1244776,0,0,0,976.0986648
28-02-2015,1500.624488,-2063.624894,3324.817393,1500.624488,1500.624488,-823.068588,-823.068588,-823.068588,21.96802764,21.96802764,21.96802764,-845.0366156,-845.0366156,-845.0366156,0,0,0,677.5558997
01-03-2015,1500.76636,-1790.290407,3777.45471,1500.76636,1500.76636,-535.0927187,-535.0927187,-535.0927187,203.7542451,203.7542451,203.7542451,-738.8469639,-738.8469639,-738.8469639,0,0,0,965.6736414
02-03-2015,1500.908233,-1531.976709,3940.858914,1500.908233,1500.908233,-215.6549585,-215.6549585,-215.6549585,411.5590087,411.5590087,411.5590087,-627.2139672,-627.2139672,-627.2139672,0,0,0,1285.253274
05-03-2015,1501.33385,-1422.845798,4146.281959,1501.33385,1501.33385,-121.7968362,-121.7968362,-121.7968362,155.7413792,155.7413792,155.7413792,-277.5382154,-277.5382154,-277.5382154,0,0,0,1379.537014
06-03-2015,1501.475722,-905.9549043,4471.345647,1501.475722,1501.475722,257.5601885,257.5601885,257.5601885,419.7405272,419.7405272,419.7405272,-162.1803386,-162.1803386,-162.1803386,0,0,0,1759.035911
07-03-2015,1501.617595,-1036.713886,4298.594597,1501.617595,1501.617595,-28.46519837,-28.46519837,-28.46519837,21.96802764,21.96802764,21.96802764,-50.43322601,-50.43322601,-50.43322601,0,0,0,1473.152397
08-03-2015,1501.759467,-976.5267299,4568.09553,1501.759467,1501.759467,259.7615769,259.7615769,259.7615769,203.7542451,203.7542451,203.7542451,56.0073318,56.0073318,56.0073318,0,0,0,1761.521044
09-03-2015,1501.90134,-649.0579932,4716.255819,1501.90134,1501.90134,567.1270566,567.1270566,567.1270566,411.5590087,411.5590087,411.5590087,155.5680479,155.5680479,155.5680479,0,0,0,2069.028396
10-03-2015,1502.043212,-1305.709263,4178.302279,1502.043212,1502.043212,75.538178,75.538178,75.538178,-171.2908683,-171.2908683,-171.2908683,246.8290463,246.8290463,246.8290463,0,0,0,1577.58139
12-03-2015,1502.326957,-730.2971876,4695.938188,1502.326957,1502.326957,555.4383766,555.4383766,555.4383766,155.7413792,155.7413792,155.7413792,399.6969974,399.6969974,399.6969974,0,0,0,2057.765334
13-03-2015,1502.46883,-407.7421697,5043.554346,1502.46883,1502.46883,879.1919731,879.1919731,879.1919731,419.7405272,419.7405272,419.7405272,459.451446,459.451446,459.451446,0,0,0,2381.660803
14-03-2015,1502.610702,-866.2128603,4854.965718,1502.610702,1502.610702,529.1990857,529.1990857,529.1990857,21.96802764,21.96802764,21.96802764,507.2310581,507.2310581,507.2310581,0,0,0,2031.809788
15-03-2015,1502.752575,-377.4671995,4943.958648,1502.752575,1502.752575,746.446579,746.446579,746.446579,203.7542451,203.7542451,203.7542451,542.6923339,542.6923339,542.6923339,0,0,0,2249.199154
16-03-2015,1502.894447,-283.1681601,5271.665652,1502.894447,1502.894447,977.2917123,977.2917123,977.2917123,411.5590087,411.5590087,411.5590087,565.7327036,565.7327036,565.7327036,0,0,0,2480.186159
17-03-2015,1503.03632,-523.9010579,4658.551957,1503.03632,1503.03632,405.1954531,405.1954531,405.1954531,-171.2908683,-171.2908683,-171.2908683,576.4863214,576.4863214,576.4863214,0,0,0,1908.231773
19-03-2015,1503.320064,-351.422733,5083.204317,1503.320064,1503.320064,718.5330699,718.5330699,718.5330699,155.7413792,155.7413792,155.7413792,562.7916907,562.7916907,562.7916907,0,0,0,2221.853134
20-03-2015,1503.461937,-332.5198083,5216.170875,1503.461937,1503.461937,959.4262471,959.4262471,959.4262471,419.7405272,419.7405272,419.7405272,539.6857199,539.6857199,539.6857199,0,0,0,2462.888184
21-03-2015,1503.603809,-782.5728606,4877.837499,1503.603809,1503.603809,528.9037485,528.9037485,528.9037485,21.96802764,21.96802764,21.96802764,506.9357208,506.9357208,506.9357208,0,0,0,2032.507558
22-03-2015,1503.749249,-509.6522737,4808.670443,1503.749249,1503.749249,669.3797487,669.3797487,669.3797487,203.7542451,203.7542451,203.7542451,465.6255035,465.6255035,465.6255035,0,0,0,2173.128997
23-03-2015,1503.894688,-636.941888,4913.163525,1503.894688,1503.894688,828.5138145,828.5138145,828.5138145,411.5590087,411.5590087,411.5590087,416.9548057,416.9548057,416.9548057,0,0,0,2332.408502
24-03-2015,1504.040127,-1177.017264,4521.407619,1504.040127,1504.040127,190.9177341,190.9177341,190.9177341,-171.2908683,-171.2908683,-171.2908683,362.2086023,362.2086023,362.2086023,0,0,0,1694.957861
26-03-2015,1504.331005,-843.1346522,4555.16156,1504.331005,1504.331005,395.6063253,395.6063253,395.6063253,155.7413792,155.7413792,155.7413792,239.8649461,239.8649461,239.8649461,0,0,0,1899.937331
27-03-2015,1504.476445,-554.1603301,4799.972571,1504.476445,1504.476445,594.7177799,594.7177799,594.7177799,419.7405272,419.7405272,419.7405272,174.9772528,174.9772528,174.9772528,0,0,0,2099.194225
28-03-2015,1504.621884,-1227.829059,4570.237787,1504.621884,1504.621884,131.3398776,131.3398776,131.3398776,21.96802764,21.96802764,21.96802764,109.3718499,109.3718499,109.3718499,0,0,0,1635.961761
29-03-2015,1504.767323,-855.3118199,4487.357549,1504.767323,1504.767323,248.044072,248.044072,248.044072,203.7542451,203.7542451,203.7542451,44.28982683,44.28982683,44.28982683,0,0,0,1752.811395
30-03-2015,1504.912762,-726.1609635,4595.034363,1504.912762,1504.912762,392.4372112,392.4372112,392.4372112,411.5590087,411.5590087,411.5590087,-19.12179756,-19.12179756,-19.12179756,0,0,0,1897.349973
31-03-2015,1505.058201,-1547.443235,3922.983874,1505.058201,1505.058201,-251.1233092,-251.1233092,-251.1233092,-171.2908683,-171.2908683,-171.2908683,-79.83244094,-79.83244094,-79.83244094,0,0,0,1253.934892
02-04-2015,1505.34908,-1214.533986,4048.524085,1505.34908,1505.34908,-33.97731267,-33.97731267,-33.97731267,155.7413792,155.7413792,155.7413792,-189.7186919,-189.7186919,-189.7186919,0,0,0,1471.371767
04-04-2015,1505.639958,-1489.834191,3952.377973,1505.639958,1505.639958,-258.0918,-258.0918,-258.0918,21.96802764,21.96802764,21.96802764,-280.0598277,-280.0598277,-280.0598277,0,0,0,1247.548158
05-04-2015,1505.785398,-1282.728419,4093.062538,1505.785398,1505.785398,-113.2027701,-113.2027701,-113.2027701,203.7542451,203.7542451,203.7542451,-316.9570152,-316.9570152,-316.9570152,0,0,0,1392.582627
06-04-2015,1505.930837,-1057.424147,4183.779024,1505.930837,1505.930837,63.39226432,63.39226432,63.39226432,411.5590087,411.5590087,411.5590087,-348.1667444,-348.1667444,-348.1667444,0,0,0,1569.323101
07-04-2015,1506.076276,-1875.881374,3581.760013,1506.076276,1506.076276,-545.0494587,-545.0494587,-545.0494587,-171.2908683,-171.2908683,-171.2908683,-373.7585904,-373.7585904,-373.7585904,0,0,0,961.0268173
09-04-2015,1506.367154,-1563.610937,4023.627971,1506.367154,1506.367154,-253.3432701,-253.3432701,-253.3432701,155.7413792,155.7413792,155.7413792,-409.0846493,-409.0846493,-409.0846493,0,0,0,1253.023884
10-04-2015,1506.512594,-1152.977349,4357.733373,1506.512594,1506.512594,0.110909485,0.110909485,0.110909485,419.7405272,419.7405272,419.7405272,-419.6296177,-419.6296177,-419.6296177,0,0,0,1506.623503
11-04-2015,1506.658033,-1642.556233,3931.02666,1506.658033,1506.658033,-404.1730995,-404.1730995,-404.1730995,21.96802764,21.96802764,21.96802764,-426.1411272,-426.1411272,-426.1411272,0,0,0,1102.484933
12-04-2015,1506.803472,-1564.026943,4178.666032,1506.803472,1506.803472,-225.4960074,-225.4960074,-225.4960074,203.7542451,203.7542451,203.7542451,-429.2502526,-429.2502526,-429.2502526,0,0,0,1281.307465
13-04-2015,1506.948911,-1541.419277,4148.987692,1506.948911,1506.948911,-18.07974643,-18.07974643,-18.07974643,411.5590087,411.5590087,411.5590087,-429.6387552,-429.6387552,-429.6387552,0,0,0,1488.869165
14-04-2015,1507.09435,-1988.433923,3340.666513,1507.09435,1507.09435,-599.3067197,-599.3067197,-599.3067197,-171.2908683,-171.2908683,-171.2908683,-428.0158514,-428.0158514,-428.0158514,0,0,0,907.7876307
16-04-2015,1507.385229,-1535.479157,4109.433064,1507.385229,1507.385229,-265.8307504,-265.8307504,-265.8307504,155.7413792,155.7413792,155.7413792,-421.5721296,-421.5721296,-421.5721296,0,0,0,1241.554478
17-04-2015,1507.530668,-1347.461078,4200.108178,1507.530668,1507.530668,1.637007714,1.637007714,1.637007714,419.7405272,419.7405272,419.7405272,-418.1035194,-418.1035194,-418.1035194,0,0,0,1509.167676
18-04-2015,1507.676107,-1817.063631,3695.488367,1507.676107,1507.676107,-393.3198126,-393.3198126,-393.3198126,21.96802764,21.96802764,21.96802764,-415.2878403,-415.2878403,-415.2878403,0,0,0,1114.356295
19-04-2015,1507.821546,-1444.906781,3746.46483,1507.821546,1507.821546,-209.894621,-209.894621,-209.894621,203.7542451,203.7542451,203.7542451,-413.6488662,-413.6488662,-413.6488662,0,0,0,1297.926925
20-04-2015,1507.966986,-1277.814121,4048.288053,1507.966986,1507.966986,-2.062627252,-2.062627252,-2.062627252,411.5590087,411.5590087,411.5590087,-413.621636,-413.621636,-413.621636,0,0,0,1505.904358
